gene_id,experiment_id,log2fc,padj
CCNA_00220,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.00554728656498909,0.996622663272792
CCNA_00221,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.233085204918849,0.477059842582569
CCNA_00222,quintero_wt-lowK_vs_ΔkdpE-lowK,0.257015785256175,0.437996826211426
CCNA_00223,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.41384883759366897,0.193098130886828
CCNA_00224,quintero_wt-lowK_vs_ΔkdpE-lowK,-1.49174850214045,2.51721547918274e-24
CCNA_00225,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0629208135469235,NA
CCNA_00226,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0208133609459943,0.994600242562073
CCNA_00227,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0363315143150642,0.974021796532869
CCNA_00228,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0413612759264448,0.961147858763621
CCNA_00229,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.226932745548715,0.614732508978039
CCNA_00230,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.165500962230676,0.743650688678552
CCNA_00231,quintero_wt-lowK_vs_ΔkdpE-lowK,0.161240136022011,0.748706273570073
CCNA_00232,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0927496867829283,0.898866238491272
CCNA_00233,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.343810394071291,0.17245599036502
CCNA_00234,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.278294220055482,0.385467965432138
CCNA_00235,quintero_wt-lowK_vs_ΔkdpE-lowK,0.00215300000760546,0.997836432254234
CCNA_00236,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0820765675341885,0.90472250002508
CCNA_00237,quintero_wt-lowK_vs_ΔkdpE-lowK,0.108615299528072,0.870838719732606
CCNA_00238,quintero_wt-lowK_vs_ΔkdpE-lowK,0.144455407417839,0.759378705316828
CCNA_00239,quintero_wt-lowK_vs_ΔkdpE-lowK,0.00872871521067137,0.996622663272792
CCNA_00240,quintero_wt-lowK_vs_ΔkdpE-lowK,0.101083834971508,0.90005695015909
CCNA_00241,quintero_wt-lowK_vs_ΔkdpE-lowK,0.100395122572203,0.903627376816796
CCNA_03917,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.192441163236895,0.701599387846854
CCNA_00243,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0148256634754059,0.996622663272792
CCNA_00244,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.196875636937813,0.757470148939256
CCNA_00245,quintero_wt-lowK_vs_ΔkdpE-lowK,0.00965465213334423,0.996622663272792
CCNA_00246,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.231216307548819,0.529975013509478
CCNA_00247,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.275720251581514,0.500432556298532
CCNA_00248,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.115944657793358,0.888772257678313
CCNA_00249,quintero_wt-lowK_vs_ΔkdpE-lowK,0.136518457391031,0.797312242340999
CCNA_00250,quintero_wt-lowK_vs_ΔkdpE-lowK,0.141582218543838,0.765584846921413
CCNA_00251,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0870749520224386,0.907191149765063
CCNA_00252,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0792019421547602,0.910927646949931
CCNA_00253,quintero_wt-lowK_vs_ΔkdpE-lowK,0.210215193910559,0.692800193383193
CCNA_00254,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0810508774316809,0.925888038100599
CCNA_00255,quintero_wt-lowK_vs_ΔkdpE-lowK,0.189074817711532,0.706452025668922
CCNA_00256,quintero_wt-lowK_vs_ΔkdpE-lowK,0.260506524000908,0.395100276626631
